"seller_id","orders_first_90d","avg_review_score_90d","avg_order_value_90d","months_active","total_orders","survived_month_12","seller_state","seller_segment","survival_status"
"0ac4201fda2c68ebc0e47cb9423cf3c9",3,5.00,53.78,12.1,13,1,"SP","At Risk","Survived"
"0adac9fbd9a2b63cccaac4f8756c1ca8",18,4.43,57.64,19.0,110,1,"SP","High Potential","Survived"
"0aea4c6ae1505b3228ddf3dd7822ee5b",3,4.33,253.07,6.7,8,0,"SP","At Risk","Churned"
"0afccdb8a34ee5c79f7c06faf2b4d56e",10,4.10,77.02,12.2,25,1,"MG","Growing","Survived"
"0b09101900100c0e9d312861fad5a1b9",1,4.00,168.36,0.0,1,0,"SP","Critical Risk","Churned"
"0b18d63d0cd1d723567903fd34a07df2",1,5.00,27.42,14.2,9,1,"SP","Critical Risk","Survived"
"0b36063d5818f81ccb94b54adfaebbf5",1,5.00,52.20,0.0,1,0,"SC","Critical Risk","Churned"
"0b46f784306be7200ca1700aa55d819f",1,5.00,30.86,0.0,1,0,"MG","Critical Risk","Churned"
"0bae85eb84b9fb3bd773911e89288d54",15,4.33,87.65,17.2,137,1,"SP","Growing","Survived"
"0bb27263628258b8111a0262769fa9db",1,5.00,33.16,0.0,1,0,"SP","Critical Risk","Churned"
"0bb738e4d789e63e2267697c42d35a2d",3,4.50,38.52,16.8,30,1,"SP","At Risk","Survived"
"0be8ff43f22e456b4e0371b2245e4d01",5,5.00,66.90,15.9,161,1,"SP","At Risk","Survived"
"0bf0150d5b9d60d9cd2906003332f085",9,4.08,80.20,17.1,39,1,"SP","Growing","Survived"
"0c7533c71df861ec58ad7ff999ed0e8d",14,3.58,48.99,12.7,61,1,"SP","Growing","Survived"
"0c7f30ae9b147eca07affbef92832a6a",5,5.00,113.42,1.5,5,0,"PR","At Risk","Churned"
"0c8380b62e38e8a1e6adbeba7eb9688c",2,2.00,67.93,22.9,182,1,"MG","At Risk","Survived"
"0cbcee27c791afa0cdcb08587a2013a8",1,1.00,153.51,21.4,39,1,"MG","Critical Risk","Survived"
"0d85bbda9889ce1f7e63778d24f346eb",9,4.78,110.57,12.3,51,1,"MG","Growing","Survived"
"0db783cfcd3b73998abc6e10e59a102f",2,2.50,51.05,18.2,132,1,"SP","At Risk","Survived"
"0df3984f9dfb3d49ac6366acbd3bbb85",16,4.88,136.89,15.4,87,1,"MG","High Potential","Survived"
"0e44d110fa6a54e121cb2c095a77762f",4,4.00,24.00,10.4,6,1,"SP","At Risk","Survived"
"0e982cff76cc0579f632cea8a0e38c9d",2,2.50,121.80,6.3,7,0,"SC","At Risk","Churned"
"0ea22c1cfbdc755f86b9b54b39c16043",3,2.50,58.11,22.8,237,1,"MG","At Risk","Survived"
"0eaa7e33d73809f1f925f7d07c506cbd",6,4.33,119.18,16.8,15,1,"SP","Growing","Survived"
"0ebd97a106433a45a4aebe57c1799778",7,4.43,124.83,14.1,31,1,"MG","Growing","Survived"
"0ed6ce5d87fd9c69eaacaeb778d67235",9,4.44,95.23,10.7,43,1,"SP","Growing","Survived"
"0ee4fb99ac55ffbbc98795aa01b7f8fa",1,5.00,70.93,0.0,1,0,"SP","Critical Risk","Churned"
"0f519b0d2e5eb2227c93dd25038bfc01",1,5.00,102.90,0.0,1,0,"SP","Critical Risk","Churned"
"0f94588695d71662beec8d883ffacf09",1,5.00,27.59,0.0,1,0,"SC","Critical Risk","Churned"
"0ff83046c3fa22efee8ecf291888b191",2,4.50,91.75,12.2,10,1,"RS","At Risk","Survived"
"10076e5788b8ee532724bcd460baf762",5,3.80,50.99,14.6,23,1,"SP","At Risk","Survived"
"10089e9f2fd0c668a8fd4e52e1698888",2,4.00,408.46,8.2,3,0,"SP","At Risk","Churned"
"101921376b577a4540dc30e9009133ca",1,2.00,394.49,0.0,1,0,"SP","Critical Risk","Churned"
"1025f0e2d44d7041d6cf58b6550e0bfa",82,4.37,111.41,13.8,915,1,"SP","High Potential","Survived"
"10ff823eda2b032e2c93d17a7d294736",2,1.50,186.81,9.9,9,0,"SP","At Risk","Churned"
"1127b7f2594683f2510f1c2c834a486b",10,3.82,41.96,18.1,114,1,"SP","Growing","Survived"
"11305281b50fff20ae8bb473f8e11876",1,4.00,60.52,22.7,35,1,"MG","Critical Risk","Survived"
"113e3a788b935f48aad63e1c41dac1bd",3,4.00,32.50,13.0,39,1,"SP","At Risk","Survived"
"119c7f1a00ef43fad0e57604e76a747c",1,5.00,159.14,4.5,2,0,"SP","Critical Risk","Churned"
"119d1aef1b4144adba89163f6cd9f5d4",3,4.67,316.83,5.8,4,0,"SP","At Risk","Churned"
"11bfa66332777660bd0640ee84d47006",14,4.22,64.21,11.7,76,1,"SP","Growing","Survived"
"11d4c477d09821164bca4f70a2eae031",3,5.00,35.22,1.4,3,0,"SP","At Risk","Churned"
"11eac105f3f90a9b87b19c89d91e24f3",5,3.60,185.57,1.6,5,0,"SP","At Risk","Churned"
"1284de4ae8aa26997e748c851557cf0e",1,5.00,407.93,5.3,3,0,"SP","Critical Risk","Churned"
"128639473a139ac0f3e5f5ade55873a5",70,4.26,37.19,15.4,533,1,"PR","High Potential","Survived"
"128f9bfbe4c7d5185033914b1de3d39a",7,4.71,144.41,9.2,14,0,"SP","Growing","Churned"
"12a8eb0f8d1cd3270695bf2a99f55966",2,3.50,218.34,2.1,2,0,"SP","At Risk","Churned"
"12b9676b00f60f3b700e83af21824c0e",23,4.57,233.79,17.9,135,1,"RS","High Potential","Survived"
"1336efc61c316ddf92c899eb817f7cae",7,4.43,79.31,19.0,74,1,"SP","Growing","Survived"
"134a288e7de827ec5ec62e3ec9c3a295",3,4.67,123.74,4.6,9,0,"SP","At Risk","Churned"
"1352e06ae67b410cdae0b2a22361167b",4,2.33,191.31,2.5,4,0,"RJ","At Risk","Churned"
"1354d51653f645349064725ed204e85e",5,3.17,168.40,14.7,18,1,"SP","At Risk","Survived"
"139157dd4daa45c25b0807ffff348363",1,4.00,37.68,0.0,1,0,"SP","Critical Risk","Churned"
"13d058e4eeac2ce8217660b2f8a05812",6,4.50,132.55,14.5,23,0,"SP","Growing","Churned"
"13e85aac53340018b40c2af68001b7e0",1,5.00,31.92,0.0,1,0,"SP","Critical Risk","Churned"
"13f57c12a00ed4610db646b913a7f5c6",4,4.67,55.48,7.4,7,0,"SP","At Risk","Churned"
"13fa2a6c6b9d0f43cb588d7c82117a12",5,4.17,490.72,3.7,9,0,"SP","At Risk","Churned"
"1430239a858e7682bbc43b20758af153",4,4.50,41.43,12.1,18,1,"SP","At Risk","Survived"
"1464afc72f696af775557a821c2e253f",2,2.67,32.73,16.5,29,1,"RJ","At Risk","Survived"
"14d7985702e72162bbf13b6beb74ab2b",5,4.60,89.97,16.8,37,1,"SP","At Risk","Survived"
"14ee35374a7876217954b5fa08e50463",4,4.00,147.12,3.5,6,0,"SP","At Risk","Churned"
"152ee17e4c8aaf53dac99f3462e4999b",5,4.40,76.43,3.1,6,0,"SC","At Risk","Churned"
"1554a68530182680ad5c8b042c3ab563",6,3.88,65.73,23.7,247,1,"MG","Growing","Survived"
"15ac3c501e2599e4917316fde5c5669a",1,1.00,195.81,0.0,1,0,"SP","Critical Risk","Churned"
"15aec03fe4cf30dfa574cf550f5ff5ff",1,1.00,39.86,0.0,1,0,"RJ","Critical Risk","Churned"
"15cd6eefe58588619aaed41dfa6621b1",7,4.67,82.67,10.0,16,0,"MG","Growing","Churned"
"16090f2ca825584b5a147ab24aa30c86",15,3.80,122.65,19.1,402,1,"SP","Growing","Survived"
"165fc07beebdcb6190fba8a06db2a449",25,4.18,252.50,12.4,50,1,"PR","High Potential","Survived"
"1660ad786c27fd935378b6192a90b417",6,5.00,143.20,11.3,12,1,"SP","Growing","Survived"
"166e8f1381e09651983c38b1f6f91c11",2,5.00,54.50,0.9,2,0,"SC","At Risk","Churned"
"17306570e772e7718c92a562d33f5f1d",8,4.78,381.78,13.8,29,1,"SP","Growing","Survived"
"1771297ac436903d1dd6b0e9279aa505",9,4.83,127.47,19.2,28,0,"SP","Growing","Churned"
"1782ce2db72c3dda627d5e7c898104e1",2,4.33,158.75,15.1,9,1,"SP","At Risk","Survived"
"17908cf9b444ee34047cadd5c0f4a516",3,4.67,229.31,10.8,11,1,"GO","At Risk","Survived"
"17998cf586426bf0f2c3726cb0a4b211",1,5.00,41.05,5.2,2,0,"MG","Critical Risk","Churned"
"17a053fcb14bd219540cbde0df490be0",19,4.58,278.18,13.4,125,1,"SP","High Potential","Survived"
"17adeba047385fb0c67d8e90b4296d21",1,1.00,365.77,0.0,1,0,"SP","Critical Risk","Churned"
"17ca9b9e9b9ef8fdb529001b49ebb50f",13,4.25,90.37,13.5,116,1,"MG","Growing","Survived"
"17e34d8224d27a541263c4c64b11a56b",30,4.63,244.47,18.3,255,1,"SP","High Potential","Survived"
"17eea220a40cc0d2c0c5346379682398",4,3.75,378.25,1.4,4,0,"SP","At Risk","Churned"
"17f51e7198701186712e53a39c564617",9,4.33,860.80,18.2,56,1,"SP","Growing","Survived"
"180c3376aff0e43dd5788709df48a843",4,4.67,365.10,4.8,5,0,"SP","At Risk","Churned"
"1835b56ce799e6a4dc4eddc053f04066",106,3.37,70.11,11.8,423,1,"SP","Critical Risk","Survived"
"1838dd9b8977065acf51d95e0053ea7a",13,4.85,69.79,12.3,64,1,"MG","Growing","Survived"
"184a67a8f9f63234d3a92340bbdb727f",2,1.75,38.79,13.3,8,0,"SC","At Risk","Churned"
"18a349e75d307f4b4cc646a691ed4216",23,3.00,62.84,12.3,121,1,"SP","Critical Risk","Survived"
"1900267e848ceeba8fa32d80c1a5f5a8",59,4.01,57.77,15.5,411,1,"SP","High Potential","Survived"
"1967a9e2ad6f51802b093147d861df58",2,1.00,212.88,0.3,2,0,"SP","At Risk","Churned"
"1976a05ecf2996d6ffb7b5430e635fe7",4,3.75,83.63,6.6,8,0,"SP","At Risk","Churned"
"1987cd4be10fe09ee50454f9c354d1c6",12,4.54,210.49,4.8,14,0,"MG","Growing","Churned"
"198c7ea11960a9844b544d9bcdca860c",9,3.33,147.25,6.9,25,0,"MG","Critical Risk","Churned"
"19a7c9f66ffa6452ff4b4c0cca71da27",1,5.00,338.74,0.0,1,0,"PR","Critical Risk","Churned"
"19e0f40a907ec568c34bfac15de4f4a1",1,5.00,55.46,8.6,4,0,"SP","Critical Risk","Churned"
"1a3df491d1c4f1589fc2b934ada68bf2",53,3.93,146.86,15.8,167,1,"SC","Critical Risk","Survived"
"1a6245add4353f18ed55138808906979",1,3.00,39.34,0.0,1,0,"SP","Critical Risk","Churned"
"1acde099eb406aa220b1169b188b42da",9,4.30,45.85,1.9,9,0,"SP","Growing","Churned"
"1b1ae47a313a825a7ccceb8e2e30fa9d",7,4.57,175.88,7.2,11,0,"PR","Growing","Churned"
"1b4c3a6f53068f0b6944d2d005c9fc89",44,3.85,176.00,17.5,113,1,"SC","Critical Risk","Survived"
"1b61fb1f0f2185d89e9a126c498e9cc7",1,5.00,65.81,0.0,1,0,"PR","Critical Risk","Churned"
"1b7e5006cb25dd23ce8686691013b121",3,4.00,111.02,10.2,11,1,"SP","At Risk","Survived"
"1b8356dabde1d35e17cef975c3f82730",20,3.61,87.23,9.4,56,0,"SP","Critical Risk","Churned"
"1b8b75e227c9a9c100d0c210fb6176ce",7,4.29,117.95,10.9,19,1,"SP","Growing","Survived"
"1b938a7ec6ac5061a66a3766e0e75f90",15,4.53,82.59,11.0,30,1,"SP","Growing","Survived"
"1bb2bdb95f4841f1bba2c0d2cd83d3c9",2,4.50,44.20,18.7,81,1,"SP","At Risk","Survived"
"1bc2e21de46adfea6b98cc96b00f3b40",2,3.00,208.25,3.3,3,0,"SC","At Risk","Churned"
"1c129092bf23f28a5930387c980c0dfc",86,4.22,57.48,10.4,201,1,"SP","High Potential","Survived"
"1c5e4e49b9079480255b49d50aac1aa9",3,5.00,1217.85,17.1,12,0,"SP","At Risk","Churned"
"1c68394e931a64f90ea236c5ea590300",4,4.00,197.50,13.1,142,1,"PR","At Risk","Survived"
"1c83418358f249c9d6affa52d579db0e",1,5.00,39.42,0.0,1,0,"SP","Critical Risk","Churned"
"1ca7077d890b907f89be8c954a02686a",20,4.04,70.40,6.9,115,0,"SP","High Potential","Churned"
"1caf283236cd69af44cbc09a0a1e7d32",5,4.00,36.25,15.8,33,1,"RJ","At Risk","Survived"
"1ce3ae5a399804d1a87e706f8a813c3e",10,4.36,78.13,12.7,40,1,"SC","Growing","Survived"
"1d0997ff06b524ce9289ffd75114ecd3",2,5.00,1631.47,10.0,3,0,"PE","At Risk","Churned"
"1d139e3a3b14025640d8df1b230aace0",2,3.50,35.59,2.2,2,0,"SP","At Risk","Churned"
"1d2732ef8321502ee8488e8bed1ab8cd",2,3.50,426.60,12.6,4,1,"RJ","At Risk","Survived"
"1d29dfba02015238dfbe2449a5eaa361",1,5.00,59.86,15.4,12,1,"MG","Critical Risk","Survived"
"1d8dbc4f32378d715c717c1c1fc57bae",17,3.05,125.64,15.4,92,1,"PR","Critical Risk","Survived"
"1da366cade6d8276e7d8beea7af5d4bf",30,3.97,101.89,10.7,43,1,"MG","Critical Risk","Survived"
"1da3aeb70d7989d1e6d9b0e887f97c23",17,3.82,33.90,17.8,265,1,"SP","Critical Risk","Survived"
"1dcfa3835714681d4ba4a93bc1e0fd41",10,4.60,101.49,8.3,13,0,"SP","Growing","Churned"
"1e47d8b6546eb3a77b1acddcc9406242",1,1.00,166.71,0.0,1,0,"SP","Critical Risk","Churned"
"1e47defeeadeca0e9a18fa5a9311e735",3,5.00,97.21,1.2,3,0,"SP","At Risk","Churned"
"1e483cc5c76fef08d3ca05f9a8af7d01",8,4.11,29.04,3.3,10,0,"SP","Growing","Churned"
"1eade46fba20122dc4aefb379f8c636b",2,5.00,66.37,17.5,58,1,"SP","At Risk","Survived"
"1f1bb1f0859883505541bdd6606193e5",7,4.43,683.77,16.0,27,1,"SP","Growing","Survived"
"1f50f920176fa81dab994f9023523100",27,4.64,77.73,17.0,1404,1,"SP","High Potential","Survived"
"1f7fd2a6fcd5a6fa5d8a4dabc72aaae0",1,5.00,195.91,13.2,3,0,"RS","Critical Risk","Churned"
"1f867308a0ce13133a4e639ff4de0c02",2,4.80,68.69,8.3,7,0,"PR","At Risk","Churned"
"1f9ab4708f3056ede07124aad39a2554",6,3.83,209.07,16.4,78,1,"SP","Growing","Survived"
"1fddcb7b326905d3ad5efe82187db347",1,1.00,105.22,0.0,1,0,"SP","Critical Risk","Churned"
"2009a095de2a2a41626f6c6d7722678d",3,4.67,42.21,7.8,8,0,"SP","At Risk","Churned"
"2059c39f76271d4ca3f15b5ffaccc8b8",6,4.33,68.61,7.3,12,0,"PR","Growing","Churned"
"2063dd1b9f568df1c16741ea7d3e6adb",1,5.00,186.84,8.5,3,0,"PR","Critical Risk","Churned"
"2089a6d640999f9b9141ac719b2af596",12,3.83,321.87,15.2,44,1,"SP","Growing","Survived"
"20b54c376b794ed028df09a3cd88e8dc",4,3.00,163.60,9.6,11,0,"SP","At Risk","Churned"
"20cb7c2fde3e5bf10f0bbe7394e1c6a9",6,4.20,31.02,17.5,32,1,"PR","Growing","Survived"
"20d83f3ef0e6925fd74bfd59170babf7",5,3.33,72.80,17.3,40,1,"SP","At Risk","Survived"
"20f0aeea30bc3b8c4420be8ced4226c0",1,NULL,29.42,0.0,1,0,"SP","Critical Risk","Churned"
"2138ccb85b11a4ec1e37afbd1c8eda1f",2,5.00,39.71,23.1,396,1,"SP","At Risk","Survived"
"2156f2671501a81034d7d07f217609d0",8,3.63,85.07,11.1,22,1,"SP","Growing","Survived"
"217f005bb37ff3aeef5b2ae1788e75ba",3,3.75,39.83,1.8,3,0,"SP","At Risk","Churned"
"218d46b86c1881d022bce9c68a7d4b15",27,3.79,189.24,19.4,388,1,"SP","Critical Risk","Survived"
"2199e7fe213c16213bf5d6a7eadc9a5d",1,1.00,338.68,22.6,25,1,"SP","Critical Risk","Survived"
"21e83881401b92b49fb09a16d3852291",3,4.50,292.47,10.9,14,1,"MG","At Risk","Survived"
"229c3efbfb0ea2058de4ccdfbc3d784a",1,1.00,95.58,22.7,121,1,"MG","Critical Risk","Survived"
"22a23e5ac7061fc538cc2a019afaaf16",1,3.00,109.42,0.0,1,0,"MG","Critical Risk","Churned"
"232a6014e7b10cba61c6c2b2ea6bb4b0",6,4.29,101.35,17.7,33,1,"SP","Growing","Survived"
"23613d49c3ac2bd302259e55c06c050c",1,5.00,30.42,22.7,70,1,"SP","Critical Risk","Survived"
"238fac594e170b59c6d228f5a4f4f1d9",10,4.10,139.17,10.5,29,1,"SP","Growing","Survived"
"23ca5f678e0b3ea6c630b30fa8bf51ea",6,5.00,39.91,2.0,6,0,"SP","Growing","Churned"
"23d7c96d4a1160db1c726b248601b25a",15,3.86,238.75,13.1,53,1,"SP","Growing","Survived"
"23ff42c4bf1f8f16cddb19d8b972974a",2,4.33,75.89,1.7,2,0,"MG","At Risk","Churned"
"244c2f1bff6afe1f2eaf9bfe9b2aed38",1,5.00,132.73,12.1,23,1,"SP","Critical Risk","Survived"
"2493dc3f20131696a0ecdb9948051a8d",4,4.75,143.77,0.5,4,0,"DF","At Risk","Churned"
"24c1de8d9551c0b4fbc53317d53efda8",1,5.00,412.12,0.0,1,0,"PB","Critical Risk","Churned"
"2528513dd95219a6013d4d05176e391a",22,4.04,314.59,17.3,161,1,"SP","High Potential","Survived"
"252e76235acb79183cfca6e34f13337d",1,5.00,83.34,15.6,3,0,"SP","Critical Risk","Churned"
"259f7b5e6e482c230e5bfaa670b6bb8f",6,2.90,56.39,17.4,138,1,"SP","Critical Risk","Survived"
"25c5c91f63607446a97b143d2d535d31",22,4.34,355.27,12.8,158,1,"MG","High Potential","Survived"
"25cf099de44674fde97473224f9d59ab",3,5.00,53.96,14.8,50,1,"SP","At Risk","Survived"
"25debeafbce801fdd479539350185eee",3,2.50,54.28,11.5,6,1,"SP","At Risk","Survived"
"25e47381a6c510ddeb36084e33b89f0c",16,4.06,92.45,1.5,16,0,"SP","High Potential","Churned"
"25e6ffe976bd75618accfe16cefcbd0d",2,3.00,104.29,21.0,108,1,"SP","At Risk","Survived"
"262237171f48e85819065498cac80d7b",1,4.00,77.89,12.2,4,0,"SC","Critical Risk","Churned"
"26bad72add1f86e08a776ce4ffdaf1ca",2,4.00,54.53,8.3,7,0,"SP","At Risk","Churned"
"26d8a1c7c75d513045798992ead43aa2",9,4.67,154.69,12.0,36,1,"PR","Growing","Survived"
"270297ead4c65a6cd2593960d2af6b21",2,5.00,330.67,17.2,18,1,"SP","At Risk","Survived"
"2709af9587499e95e803a6498a5a56e9",9,3.78,66.57,18.6,26,0,"SP","Growing","Churned"
"272f092de69afedd4d2969440b37f18f",6,3.22,62.14,9.3,26,0,"SP","Critical Risk","Churned"
"2745f798279e0ed033addcc1474776d7",7,3.71,142.99,9.4,32,0,"SP","Growing","Churned"
"27a56ff04b34c2ba34ce6ba4d3b9d616",4,3.75,58.69,6.4,8,0,"SP","At Risk","Churned"
"282c7480173bb9c01dd41cc739fec010",5,4.43,558.29,0.4,5,0,"SP","At Risk","Churned"
"282f23a9769b2690c5dda22e316f9941",9,4.62,99.62,13.5,99,1,"MG","Growing","Survived"
"28d162ab86bb49d719c32f0ee6186eaa",1,4.00,127.20,0.0,1,0,"SP","Critical Risk","Churned"
"28ea411b354f14b1a494be4e79f0ce02",3,4.67,151.55,11.2,6,1,"SP","At Risk","Survived"
"293dee954235e4e4e43f129313625ebe",5,5.00,154.61,3.2,8,0,"DF","At Risk","Churned"
"2953ce3a88f5e3c3b696d77fc9e4c8eb",1,5.00,50.10,10.9,14,1,"SP","Critical Risk","Survived"
"29fe9f200d3fa0c668d2aa1ec7e08dfb",5,4.00,102.83,2.6,5,0,"SC","At Risk","Churned"
"2a1348e9addc1af5aaa619b1a3679d6b",26,3.20,80.04,18.9,52,1,"MG","Critical Risk","Survived"
"2a261b5b644fa05f4f2700eb93544f2c",6,3.11,95.88,9.6,51,0,"SP","Critical Risk","Churned"
"2a5b78b41cd05baeac8df54c6606b92c",5,3.67,133.07,13.6,49,1,"MG","At Risk","Survived"
"2a61c271b1ac763450d846849783e922",7,2.67,87.14,5.3,18,0,"SP","Critical Risk","Churned"
"2a6fbeaa7ab9e5d59a35841a8da71ce4",3,4.67,56.38,16.0,30,1,"SC","At Risk","Survived"
"2addf05f476d0637864454e93ba673d5",5,5.00,485.25,7.6,12,0,"DF","At Risk","Churned"
"2b1a40c1daabc6ca280c4b815c101841",1,1.00,229.57,20.5,23,1,"MG","Critical Risk","Survived"
